Number	Words	First Letter	Last Letter	Length		Notes
876	ajatustenlukija	a	a	15		
877	ajatustenluku	a	u	13		
878	ajatustensiirto	a	o	15		
879	ajatustenvaihto	a	o	15		
880	ajatustoiminta	a	a	14		
881	ajatustyö	a	ö	9		
882	ajatusviiva	a	a	11		
883	ajatusvirhe	a	e	11		
884	ajatusvoimistelu	a	u	16		
885	ajatusyhteys	a	s	12		
886	ajautua	a	a	7		
887	ajelehtia	a	a	9		
888	ajella	a	a	6		
889	ajelu	a	u	5		
890	ajeluttaa	a	a	9		
891	ajettavuus	a	s	10		
892	ajettua	a	a	7		
893	ajettuma	a	a	8		
894	ajetuksissa	a	a	11		
895	ajo	a	o	3		
896	ajoaika	a	a	7		
897	ajoankkuri	a	i	10		
898	ajoharjoittelu	a	u	14		
899	ajoharjoittelurata	a	a	18		
900	ajoissa	a	a	7		
901	ajoittaa	a	a	8		
902	ajoittain	a	n	9		
903	ajoittainen	a	n	11		
904	ajoittaisuus	a	s	12		
905	ajoittua	a	a	8		
906	ajoitus	a	s	7		
907	ajojahti	a	i	8		
908	ajojää	a	ä	6		
909	ajokaista	a	a	9		
910	ajokas	a	s	6		
911	ajokeli	a	i	7		
912	ajokelpoinen	a	n	12		
913	ajokielto	a	o	9		
914	ajokilometri	a	i	12		
915	ajokki	a	i	6		
916	ajokoe	a	e	6		
917	ajokoira	a	a	8		
918	ajokoirametsästys	a	s	17		
919	ajokortti	a	i	9		
920	ajokunto	a	o	8		
921	ajokuntoinen	a	n	12		
922	ajolinja	a	a	8		
923	ajolähtö	a	ö	8		
924	ajomatka	a	a	8		
925	ajomestari	a	i	10		
926	ajometsästys	a	s	12		
927	ajomies	a	s	7		
928	ajomiina	a	a	8		
929	ajonestin	a	n	9		
930	ajonestolaite	a	e	13		
931	ajoneuvo	a	o	8		
932	ajoneuvoyhdistelmä	a	ä	18		
933	ajonopeus	a	s	9		
934	ajo-ohje	a	e	8		
935	ajo-ominaisuus	a	s	14		
936	ajo-opetus	a	s	10		
937	ajopeli	a	i	7		
938	ajopiirturi	a	i	11		
939	ajoporo	a	o	7		
940	ajopuu	a	u	6		
941	ajopuuteoria	a	a	12		
942	ajopyynti	a	i	9		
943	ajopäiväkirja	a	a	13		
944	ajorata	a	a	7		
945	ajos	a	s	4		
946	ajosuunta	a	a	9		
947	ajotaito	a	o	8		
948	ajotekniikka	a	a	12		
949	ajotie	a	e	6		
950	ajotietokone	a	e	12		
951	ajotilanne	a	e	10		
952	ajoturvallisuus	a	s	15		
953	ajoura	a	a	6		
954	ajovalot	a	t	8		
955	ajoverkko	a	o	9		
956	ajoviima	a	a	8		
957	ajuri	a	i	5		
958	ajuruoho	a	o	8		
959	akaatti	a	i	7		
960	akallinen	a	n	9		
961	akana	a	a	5		
962	akankaali	a	i	9		
963	akansieni	a	i	9		
964	akantti	a	i	7		
965	akanvirta	a	a	9		
966	akasia	a	a	6		
967	akateemikko	a	o	11		
968	akateeminen	a	n	11		
969	akateemisesti	a	i	13		
970	akateemisuus	a	s	12		
971	akatemia	a	a	8		
972	akileija	a	a	8		
973	akilleenkantapää	a	ä	16		
974	akillesjänne	a	e	12		
975	akka	a	a	4		
976	akkainlehti	a	i	11		
977	akkamainen	a	n	10		
978	akkamaisesti	a	i	12		
979	akkamaisuus	a	s	11		
980	akkautua	a	a	8		
981	akkavalta	a	a	9		
982	akklimatisaatio	a	o	15		
983	akklimatisoida	a	a	14		
984	akklimatisointi	a	i	15		
985	akklimatisoitua	a	a	15		
986	akkommodaatio	a	o	13		
987	akkommodaatiokyky	a	y	17		
988	akkreditoida	a	a	12		
989	akkreditointi	a	i	13		
990	akku	a	u	4		
991	akkukäyttöinen	a	n	14		
992	akkulaturi	a	i	10		
993	akkumulaattori	a	i	14		
994	akkuna	a	a	6		
995	akkusatiivi	a	i	11		
996	akkutoiminen	a	n	12		
997	akne	a	e	4		
998	akoittua	a	a	8		
999	akordi	a	i	6		
1000	akrobaatti	a	i	10		
1001	akrobatia	a	a	9		
1002	akronyymi	a	i	9		
1003	akryylimaalaus	a	s	14		
1004	akryylimuovi	a	i	12		
1005	akryyliväri	a	i	11		
1006	akseli	a	i	6		
1007	akselikuormitus	a	s	15		
1008	akselinen	a	n	9		
1009	akselintappi	a	i	12		
1010	akselipaino	a	o	11		
1011	akselisto	a	o	9		
1012	akseliteho	a	o	10		
1013	akselivallat	a	t	12		
1014	akseliväli	a	i	10		
1015	aksentti	a	i	8		
1016	aksenttimerkki	a	i	14		
1017	akseptantti	a	i	11		
1018	akseptata	a	a	9		
1019	akseptaus	a	s	9		
1020	aksepti	a	i	7		
1021	akseptoida	a	a	10		
1022	akseptointi	a	i	11		
1023	aksiaalinen	a	n	11		
1024	aksiaalisesti	a	i	13		
1025	aksiaalisuus	a	s	12		
1026	aksiomaattinen	a	n	14		
1027	aksiomaattisesti	a	i	16		
1028	aksiomaattisuus	a	s	15		
1029	aksiomi	a	i	7		
1030	aksiooma	a	a	8		
1031	akti	a	i	4		
1032	aktiivat	a	t	8		
1033	aktiivi	a	i	7		
1034	aktiivihiili	a	i	12		
1035	aktiivihiilisuodatin	a	n	20		
1036	aktiivijousitus	a	s	15		
1037	aktiiviloma	a	a	11		
1038	aktiivimuoto	a	o	12		
1039	aktiivinen	a	n	10		
1040	aktiivipalvelus	a	s	15		
1041	aktiivisesti	a	i	12		
1042	aktiivistaa	a	a	11		
1043	aktiivistua	a	a	11		
1044	aktiivisuus	a	s	11		
1045	aktiiviupseeri	a	i	14		
1046	aktiiviurheilija	a	a	16		
1047	aktiiviväestö	a	ö	13		
1048	aktio	a	o	5		
1049	aktivismi	a	i	9		
1050	aktivisti	a	i	9		
1051	aktiviteetti	a	i	12		
1052	aktivoida	a	a	9		
1053	aktivointi	a	i	10		
1054	aktivoitua	a	a	10		
1055	aktuaalinen	a	n	11		
1056	aktuaalisesti	a	i	13		
1057	aktuaalistaa	a	a	12		
1058	aktuaalistua	a	a	12		
1059	aktuaalisuus	a	s	12		
1060	aktuaari	a	i	8		
1061	aktualisoida	a	a	12		
1062	aktualisointi	a	i	13		
1063	aktualisoitua	a	a	13		
1064	aktuelli	a	i	8		
1065	akuhieronta	a	a	11		
1066	akuhoito	a	o	8		
1067	akunlaturi	a	i	10		
1068	akupiste	a	e	8		
1069	akupunktuuri	a	i	12		
1070	akupunktuurineula	a	a	17		
1071	akupunktuuripiste	a	e	17		
1072	akustiikka	a	a	10		
1073	akustiikkalevy	a	y	14		
1074	akustinen	a	n	9		
1075	akustisesti	a	i	11		
1076	akusto	a	o	6		
1077	akuutisti	a	i	9		
1078	akuutti	a	i	7		
1079	akuuttinen	a	n	10		
1080	akvaario	a	o	8		
1081	akvaariokala	a	a	12		
1082	akvaariokasvi	a	i	13		
1083	akvamariini	a	i	11		
1084	akvarelli	a	i	9		
1085	akvarelliliitu	a	u	14		
1086	akvarelliväri	a	i	13		
1087	akvatinta	a	a	9		
1088	akvaviitti	a	i	10		
1089	à la	à	a	4		
1090	ala	a	a	3		
1091	ala-	a	-	4		
1092	ala-arvoinen	a	n	12		
1093	ala-arvoisesti	a	i	14		
1094	ala-arvoisuus	a	s	13		
1095	ala-aste	a	e	8		
1096	alabasteri	a	i	10		
1097	à la carte	à	e	10		
1098	à la carte -annos	à	s	17		
1099	aladobi	a	i	7		
1100	alahammas	a	s	9		
1101	alahanka	a	a	8		
1102	alahuone	a	e	8		
1103	alahuuli	a	i	8		
1104	alaikäinen	a	n	10		
1105	alaikäisyys	a	s	11		
1106	alaikäraja	a	a	10		
1107	alainen	a	n	7		
1108	alaisuus	a	s	8		
1109	alajuoksu	a	u	9		
1110	alakansakoulu	a	u	13		
1111	alakansi	a	i	8		
1112	alakantissa	a	a	11		
1113	alakanttiin	a	n	11		
1114	alakautta	a	a	9		
1115	alakerros	a	s	9		
1116	alakerta	a	a	8		
1117	alakierre	a	e	9		
1118	alakierrelyönti	a	i	15		
1119	alakierteinen	a	n	13		
1120	alakkain	a	n	8		
1121	alakkainen	a	n	10		
1122	alakohta	a	a	8		
1123	alakoukku	a	u	9		
1124	alakoulu	a	u	8		
1125	alakoululainen	a	n	14		
1126	alakulo	a	o	7		
1127	alakuloinen	a	n	11		
1128	alakuloisesti	a	i	13		
1129	alakuloisuus	a	s	12		
1130	alakulttuuri	a	i	12		
1131	alakunto	a	o	8		
1132	alakuntoinen	a	n	12		
1133	alakuntoisuus	a	s	13		
1134	alakuu	a	u	6		
1135	alakynnessä	a	ä	11		
1136	alakynteen	a	n	10		
1137	alalaji	a	i	7		
1138	alalanka	a	a	8		
1139	alaleuka	a	a	8		
1140	alaleukaluu	a	u	11		
1141	alaliittymä	a	ä	11		
1142	alallaan	a	n	8		
1143	alalleen	a	n	8		
1144	alaluokka	a	a	9		
1145	alaluokkalainen	a	n	15		
1146	alaluomi	a	i	8		
1147	alamaa	a	a	6		
1148	alamaailma	a	a	10		
1149	alamaihin	a	n	9		
1150	alamainen	a	n	9		
1151	alamaisesti	a	i	11		
1152	alamaissa	a	a	9		
1153	alamaisuus	a	s	10		
1154	alamitta	a	a	8		
1155	alamittainen	a	n	12		
1156	alamäki	a	i	7		
1157	alanko	a	o	6		
1158	alankomaalainen	a	n	15		
1159	alanne	a	e	6		
1160	alanumero	a	o	9		
1161	alanurkka	a	a	9		
1162	alanurkkalaukaus	a	s	16		
1163	alaoksa	a	a	7		
1164	alaosa	a	a	6		
1165	alaosasto	a	o	9		
1166	alaotsikko	a	o	10		
1167	alapesu	a	u	7		
1168	alapeti	a	i	7		
1169	alapinta	a	a	8		
1170	alapohja	a	a	8		
1171	alapuhelin	a	n	10		
1172	alapuoli	a	i	8		
1173	alapuolinen	a	n	11		
1174	alapuolisko	a	o	11		
1175	alapää	a	ä	6		
1176	alaraaja	a	a	8		
1177	alaraja	a	a	7		
1178	alareuna	a	a	8		
1179	alarivi	a	i	7		
1180	alaruumis	a	s	9		
1181	alaryhmä	a	ä	8		
1182	alas	a	s	4		
1183	alasajo	a	o	7		
1184	alaselkä	a	ä	8		
1185	alasin	a	n	6		
1186	alaslaskettava	a	a	14		
1187	alaspäin	a	n	8		
1188	alaspäinen	a	n	10		
1189	alaspäinmeno	a	o	12		
1190	alassuin	a	n	8		
1191	alasti	a	i	6		
1192	alastomuus	a	s	10		
1193	alastomuuskulttuuri	a	i	19		
1194	alaston	a	n	7		
1195	alastonkuva	a	a	11		
1196	alastonmalli	a	i	12		
1197	alastontutkielma	a	a	16		
1198	alastulo	a	o	8		
1199	alastulorinne	a	e	13		
1200	alateitse	a	e	9		
1201	alati	a	i	5		
1202	alatiesynnytys	a	s	14		
1203	alatusten	a	n	9		
1204	alatuuleen	a	n	10		
1205	alatuulessa	a	a	11		
1206	alatyyli	a	i	8		
1207	alatyylinen	a	n	11		
1208	alava	a	a	5		
1209	alavatsa	a	a	8		
1210	alaviistoon	a	n	11		
1211	alaviistossa	a	a	12		
1212	alaviite	a	e	8		
1213	alavireinen	a	n	11		
1214	alavireisyys	a	s	12		
1215	alavirta	a	a	8		
1216	alavuus	a	s	7		
1217	alayksikkö	a	ö	10		
1218	alaääni	a	i	7		
1219	alba	a	a	4		
1220	albaani	a	i	7		
1221	albania	a	a	7		
1222	albanialainen	a	n	13		
1223	albanian kieli	a	i	14		
1224	albatrossi	a	i	10		
1225	albiino	a	o	7		
1226	albinismi	a	i	9		
1227	albumi	a	i	6		
1228	ale	a	e	3		
1229	ale	a	e	3		
1230	alehalli	a	i	8		
1231	alehinta	a	a	8		
1232	alekkain	a	n	8		
1233	aleksityymikko	a	o	14		
1234	aleksityyminen	a	n	14		
1235	alemma	a	a	6		
1236	alemmaksi	a	i	9		
1237	alemmas	a	s	7		
1238	alemmuudentunne	a	e	15		
1239	alemmuus	a	s	8		
1240	alemmuuskompleksi	a	i	17		
1241	alempaa	a	a	7		
1242	alempana	a	a	8		
1243	alempi	a	i	6		
1244	alempiarvoinen	a	n	14		
1245	alenema	a	a	7		
1246	aleneva	a	a	7		
1247	alennus	a	s	7		
1248	alennushalli	a	i	12		
1249	alennushinta	a	a	12		
1250	alennuskuponki	a	i	14		
1251	alennuslippu	a	u	12		
1252	alennusmerkki	a	i	13		
1253	alennusmyynti	a	i	13		
1254	alennustavaratalo	a	o	17		
1255	alennustila	a	a	11		
1256	alennusvaihde	a	e	13		
1257	alentaa	a	a	7		
1258	alentava	a	a	8		
1259	alentua	a	a	7		
1260	alentuva	a	a	8		
1261	alentuvainen	a	n	12		
1262	alentuvaisesti	a	i	14		
1263	alentuvaisuus	a	s	13		
1264	alentuvasti	a	i	11		
1265	alentuvuus	a	s	10		
1266	aleta	a	a	5		
1267	aletusten	a	n	9		
1268	alfa	a	a	4		
1269	alfahiukkanen	a	n	13		
1270	alfalfa	a	a	7		
1271	alfanumeerinen	a	n	14		
1272	alfasäteet	a	t	10		
1273	alfasäteily	a	y	11		
1274	algebra	a	a	7		
1275	algebrallinen	a	n	13		
1276	algoritmi	a	i	9		
1277	alhaalla	a	a	8		
1278	alhaalle	a	e	8		
1279	alhaalta	a	a	8		
1280	alhainen	a	n	8		
1281	alhaisaateli	a	i	12		
1282	alhaisesti	a	i	10		
1283	alhaiso	a	o	7		
1284	alhaissukuinen	a	n	14		
1285	alhaissäätyinen	a	n	15		
1286	alhaisuus	a	s	9		
1287	alho	a	o	4		
1288	ali	a	i	3		
1289	ali-	a	-	4		
1290	aliarvioida	a	a	11		
1291	aliarviointi	a	i	12		
1292	aliarvostaa	a	a	11		
1293	aliarvostus	a	s	11		
1294	alias	a	s	5		
1295	alibi	a	i	5		
1296	aliedustettu	a	u	12		
1297	aliedustus	a	s	10		
1298	alihallinto	a	o	11		
1299	alihankinta	a	a	11		
1300	alihankkija	a	a	11		
1301	alihinta	a	a	8		
1302	alijohtaja	a	a	10		
1303	alijäähtyä	a	ä	10		
1304	alijäämä	a	ä	8		
1305	alijäämäinen	a	n	12		
1306	alikaliiperiammus	a	s	17		
1307	alikasvos	a	s	9		
1308	alikehittynyt	a	t	13		
1309	alikersantti	a	i	12		
1310	alikriittinen	a	n	13		
1311	alikulku	a	u	8		
1312	alikulkutunneli	a	i	15		
1313	alikäytävä	a	ä	10		
1314	aliluutnantti	a	i	13		
1315	alimitoittaa	a	a	12		
1316	alimma	a	a	6		
1317	alimmainen	a	n	10		
1318	alimmaksi	a	i	9		
1319	alimmas	a	s	7		
1320	alimpana	a	a	8		
1321	alin	a	n	4		
1322	alinen	a	n	6		
1323	alinomaa	a	a	8		
1324	alinomainen	a	n	11		
1325	aliohjautuva	a	a	12		
1326	aliohjautuvuus	a	s	14		
1327	alioikeus	a	s	9		
1328	alipaine	a	e	8		
1329	alipaineinen	a	n	12		
1330	alipaino	a	o	8		
1331	alipainoinen	a	n	12		
1332	alipainoisuus	a	s	13		
1333	alipalkattu	a	u	11		
1334	alipalkkainen	a	n	13		
1335	alipalkkaisuus	a	s	14		
1336	alipalkkaus	a	s	11		
1337	aliperämies	a	s	11		
1338	alipäällikkö	a	ö	12		
1339	alipäällystö	a	ö	12		
1340	alipääsihteeri	a	i	14		
1341	aliravitsemus	a	s	13		
1342	aliravittu	a	u	10		
1343	alistaa	a	a	7		
1344	alisteinen	a	n	10		
1345	alisteisuus	a	s	11		
1346	alistua	a	a	7		
1347	alistus	a	s	7		
1348	alistuskonjunktio	a	o	17		
1349	alistussuhde	a	e	12		
1350	alistuva	a	a	8		
1351	alistuvainen	a	n	12		
1352	alistuvaisuus	a	s	13		
1353	alistuvuus	a	s	10		
1354	alitajuinen	a	n	11		
1355	alitajunta	a	a	10		
1356	alitehoinen	a	n	11		
1357	alitse	a	e	6		
1358	alittaa	a	a	7		
1359	alittua	a	a	7		
1360	alituinen	a	n	9		
1361	alituiseen	a	n	10		
1362	alituisesti	a	i	11		
1363	alituotanto	a	o	11		
1364	alitus	a	s	6		
1365	alitusten	a	n	9		
1366	alityöllisyys	a	s	13		
1367	aliupseeri	a	i	10		
1368	aliupseerikoulu	a	u	15		
1369	aliupseerinarvo	a	o	15		
1370	aliupseeristo	a	o	13		
1371	aliurakka	a	a	9		
1372	aliurakoida	a	a	11		
1373	aliurakointi	a	i	12		
1374	aliurakoitsija	a	a	14		
1375	alivakuuttaa	a	a	12		
1376	alivakuutus	a	s	11		
1377	alivalottaa	a	a	11		
1378	alivalottua	a	a	11		
1379	alivalotus	a	s	10		
1380	alivaltiosihteeri	a	i	17		
1381	alivoima	a	a	8		
1382	alivoimainen	a	n	12		
1383	alivoimaisuus	a	s	13		
1384	alivoimapeli	a	i	12		
1385	alivuokralainen	a	n	15		
1386	alivuokrasuhde	a	e	14		
1387	alkaa	a	a	5		
1388	alkaen	a	n	6		
1389	alkaja	a	a	6		
1390	alkajaiset	a	t	10		
1391	alkajaisjuhla	a	a	13		
1392	alkali	a	i	6		
1393	alkalimetalli	a	i	13		
1394	alkalinen	a	n	9		
1395	alkaliparisto	a	o	13		
1396	alkalisuola	a	a	11		
1397	alkalisuus	a	s	10		
1398	alkaloidi	a	i	9		
1399	alkamisaika	a	a	11		
1400	alkamispäivä	a	ä	12		
1401	alkeellinen	a	n	11		
1402	alkeellisesti	a	i	13		
1403	alkeellisuus	a	s	12		
1404	alkeet	a	t	6		
1405	alkeis-	a	-	7		
1406	alkeishiukkanen	a	n	15		
1407	alkeisjuuri	a	i	11		
1408	alkeiskirja	a	a	11		
1409	alkeiskurssi	a	i	12		
1410	alkeislehti	a	i	11		
1411	alkeisopetus	a	s	12		
1412	alkeisopinnot	a	t	13		
1413	alkeisrihma	a	a	11		
1414	alkeissilmu	a	u	11		
1415	alkeistiedot	a	t	12		
1416	alkeistumallinen	a	n	16		
1417	alkeisvaraus	a	s	12		
1418	alkeisvarsi	a	i	11		
1419	alkemia	a	a	7		
1420	alkemisti	a	i	9		
1421	alkio	a	o	5		
1422	alkiokalvo	a	o	10		
1423	alkiolainen	a	n	11		
1424	alkiolaisuus	a	s	12		
1425	alkionsiirto	a	o	12		
1426	alkoholi	a	i	8		
1427	alkoholihumala	a	a	14		
1428	alkoholijuoma	a	a	13		
1429	alkoholikassa	a	a	13		
1430	alkoholikäyminen	a	n	16		
1431	alkoholilainsäädäntö	a	ö	20		
1432	alkoholimyrkytys	a	s	16		
1433	alkoholimyymälä	a	ä	15		
1434	alkoholinkäyttö	a	ö	15		
1435	alkoholiongelma	a	a	15		
1436	alkoholiongelmainen	a	n	19		
1437	alkoholipitoinen	a	n	16		
1438	alkoholipitoisuus	a	s	17		
1439	alkoholipolitiikka	a	a	18		
1440	alkoholiprosentti	a	i	17		
1441	alkoholiriippuvuus	a	s	18		
1442	alkoholismi	a	i	11		
1443	alkoholisoitua	a	a	14		
1444	alkoholisti	a	i	11		
1445	alkoholistihuolto	a	o	17		
1446	alkoholiton	a	n	11		
1447	alkometri	a	i	9		
1448	alkovi	a	i	6		
1449	alku	a	u	4		
1450	alkuaan	a	n	7		
1451	alkuaika	a	a	8		
1452	alkuaine	a	e	8		
1453	alkuaste	a	e	8		
1454	alkuasukas	a	s	10		
1455	alkuasukasheimo	a	o	15		
1456	alkucocktail	a	l	12		
1457	alkudrinkki	a	i	11		
1458	alkueliö	a	ö	8		
1459	alkueläin	a	n	9		
1460	alkuerä	a	ä	7		
1461	alkuhärkä	a	ä	9		
1462	alkuihminen	a	n	11		
1463	alkuilta	a	a	8		
1464	alkuinen	a	n	8		
1465	alkuisin	a	n	8		
1466	alkujaan	a	n	8		
1467	alkujakso	a	o	9		
1468	alkujuoma	a	a	9		
1469	alkujuuri	a	i	9		
1470	alkukankeus	a	s	11		
1471	alkukantainen	a	n	13		
1472	alkukantaisesti	a	i	15		
1473	alkukantaisuus	a	s	14		
1474	alkukarsinta	a	a	12		
1475	alkukehto	a	o	9		
1476	alkukesä	a	ä	8		
1477	alkukevät	a	t	9		
1478	alkukieli	a	i	9		
1479	alkukielinen	a	n	12		
1480	alkukilpailu	a	u	12		
1481	alkukirjain	a	n	11		
1482	alkukirkko	a	o	10		
1483	alkukohta	a	a	9		
1484	alkukoktaili	a	i	12		
1485	alkukoti	a	i	8		
1486	alkukoulutus	a	s	12		
1487	alkukristillinen	a	n	16		
1488	alkukristillisyys	a	s	17		
1489	alkukuu	a	u	7		
1490	alkukuukausi	a	i	12		
1491	alkukuva	a	a	8		
1492	alkukymmen	a	n	10		
1493	alkulause	a	e	9		
1494	alkulima	a	a	8		
1495	alkuliturgia	a	a	12		
1496	alkuluku	a	u	8		
1497	alkulähde	a	e	9		
1498	alkumatka	a	a	9		
1499	alkumerkki	a	i	10		
1500	alkuminuutti	a	i	12		
1501	alkumuoto	a	o	9		
1502	alkuopetus	a	s	10		
1503	alkuopinnot	a	t	11		
1504	alkuosa	a	a	7		
1505	alkupala	a	a	8		
1506	alkupalkka	a	a	10		
1507	alkuperusta	a	a	11		
1508	alkuperuste	a	e	11		
1509	alkuperä	a	ä	8		
1510	alkuperäinen	a	n	12		
1511	alkuperäisesti	a	i	14		
1512	alkuperäiskansa	a	a	15		
1513	alkuperäiskappale	a	e	17		
1514	alkuperäispakkaus	a	s	17		
1515	alkuperäisteos	a	s	14		
1516	alkuperäisyys	a	s	13		
1517	alkuperämaa	a	a	11		
1518	alkuperämerkintä	a	ä	16		
1519	alkuperätodistus	a	s	16		
1520	alkupiste	a	e	9		
1521	alkupotku	a	u	9		
1522	alkupuoli	a	i	9		
1523	alkupuolisko	a	o	12		
1524	alkupäivä	a	ä	9		
1525	alkupää	a	ä	7		
1526	alkupääoma	a	a	10		
1527	alkuruoka	a	a	9		
1528	alkuräjähdys	a	s	12		
1529	alkusanat	a	t	9		
1530	alkuseurakunta	a	a	14		
1531	alkusivu	a	u	8		
1532	alkusoinnullinen	a	n	16		
1533	alkusointu	a	u	10		
1534	alkusoitto	a	o	10		
1535	alkusukulaisuus	a	s	15		
1536	alkusyksy	a	y	9		
1537	alkusynty	a	y	9		
1538	alkusysäys	a	s	10		
1539	alkusyy	a	y	7		
1540	alkutahti	a	i	9		
1541	alkutaipale	a	e	11		
1542	alkutaival	a	l	10		
1543	alkutalvi	a	i	9		
1544	alkutekijä	a	ä	10		
1545	alkuteksti	a	i	10		
1546	alkuteos	a	s	8		
1547	alkutiivistelmä	a	ä	15		
1548	alkutilanne	a	e	11		
1549	alkutuotanto	a	o	12		
1550	alkutyöttömyys	a	s	14		
1551	alkuun	a	n	6		
1552	alkuunkaan	a	n	10		
1553	alkuunlähtö	a	ö	11		
1554	alkuunpanija	a	a	12		
1555	alkuunpano	a	o	10		
1556	alkuunpääsy	a	y	11		
1557	alkuvaihe	a	e	9		
1558	alkuvaikeudet	a	t	13		
1559	alkuvalmistelu	a	u	14		
1560	alkuvauhti	a	i	10		
1561	alkuviikko	a	o	10		
1562	alkuvoima	a	a	9		
1563	alkuvoimainen	a	n	13		
1564	alkuvoimaisuus	a	s	14		
1565	alkuvuosi	a	i	9		
1566	alkuvuosikymmen	a	n	15		
1567	alkuväestö	a	ö	10		
1568	alkuyö	a	ö	6		
1569	alkydi	a	i	6		
1570	alkydimaali	a	i	11		
1571	alla	a	a	4		
1572	allakka	a	a	7		
1573	alla mainittu	a	u	13		
1574	alla oleva	a	a	10		
1575	allapäin	a	n	8		
1576	allas	a	s	5		
1577	allaskaappi	a	i	11		
1578	allaskatto	a	o	10		
1579	allastaa	a	a	8		
1580	allastelakka	a	a	12		
1581	allatiivi	a	i	9		
1582	alle	a	e	4		
1583	alleeli	a	i	7		
1584	allegoria	a	a	9		
1585	allegorinen	a	n	11		
1586	allegorisesti	a	i	13		
1587	allegorisuus	a	s	12		
1588	allegretto	a	o	10		
1589	allegro	a	o	7		
1590	allekirjoittaa	a	a	14		
1591	allekirjoittaja	a	a	15		
1592	allekirjoittanut	a	t	16		
1593	allekirjoitus	a	s	13		
1594	allekkain	a	n	9		
1595	allekkainen	a	n	11		
1596	allergeeni	a	i	10		
1597	allergeeninen	a	n	13		
1598	allergeenisuus	a	s	14		
1599	allergia	a	a	8		
1600	allergiareaktio	a	o	15		
1601	allergiasaneeraus	a	s	17		
1602	allergikko	a	o	10		
1603	allerginen	a	n	10		
1604	allergisoida	a	a	12		
1605	allergisoitua	a	a	13		
1606	allergistaa	a	a	11		
1607	allergistua	a	a	11		
1608	allergisuus	a	s	11		
1609	alletusten	a	n	10		
1610	alleviivata	a	a	11		
1611	alleviivaus	a	s	11		
1612	alli	a	i	4		
1613	alli	a	i	4		
1614	allianssi	a	i	9		
1615	alligaattori	a	i	12		
1616	allikko	a	o	7		
1617	allitteraatio	a	o	13		
1618	allokaatio	a	o	10		
1619	allokoida	a	a	9		
1620	allokointi	a	i	10		
1621	all stars -joukkue	a	e	18		
1622	almanakka	a	a	9		
1623	almu	a	u	4		
1624	aloillaan	a	n	9		
1625	aloilleen	a	n	9		
1626	aloite	a	e	6		
1627	aloitekyky	a	y	10		
1628	aloitekykyinen	a	n	14		
1629	aloitekyvyttömyys	a	s	17		
1630	aloitekyvytön	a	n	13		
1631	aloitella	a	a	9		
1632	aloiteoikeus	a	s	12		
1633	aloittaa	a	a	8		
1634	aloittain	a	n	9		
1635	aloittainen	a	n	11		
1636	aloittaja	a	a	9		
1637	aloittamaton	a	n	12		
1638	aloitteellinen	a	n	14		
1639	aloitteellisuus	a	s	15		
1640	aloitteentekijä	a	ä	15		
1641	aloitteenteko	a	o	13		
1642	aloitteikas	a	s	11		
1643	aloitteinen	a	n	11		
1644	aloittelija	a	a	11		
1645	aloitus	a	s	7		
1646	aloituskorkeus	a	s	14		
1647	aloitusmerkki	a	i	13		
1648	aloituspaikka	a	a	13		
1649	aloitussyöttö	a	ö	13		
1650	aloitusviisikko	a	o	15		
1651	alokas	a	s	6		
1652	alokasaika	a	a	10		
1653	alokasaste	a	e	10		
1654	alokasmainen	a	n	12		
1655	aloke	a	e	5		
1656	alpakka	a	a	7		
1657	alpakka	a	a	7		
1658	alpakkainen	a	n	11		
1659	alpakkainen	a	n	11		
1660	alpakkalusikka	a	a	14		
1661	alpi	a	i	4		
1662	alpiininen	a	n	10		
1663	alpinismi	a	i	9		
1664	alpinisti	a	i	9		
1665	alppi	a	i	5		
1666	alppihiihto	a	o	11		
1667	alppihiihtäjä	a	ä	13		
1668	alppijärvi	a	i	10		
1669	alppikiipeily	a	y	13		
1670	alppilaakso	a	o	11		
1671	alppilaji	a	i	9		
1672	alppimaisema	a	a	12		
1673	alppimaja	a	a	9		
1674	alppiruusu	a	u	10		
1675	alppiseutu	a	u	10		
1676	alppitähti	a	i	10		
1677	alppiyhdistetty	a	y	15		
1678	alsikeapila	a	a	11		
1679	alta	a	a	4		
1680	altapäin	a	n	8		
1681	altavastaaja	a	a	12		
1682	alter ego	a	o	9		
1683	altis	a	s	5		
1684	altistaa	a	a	8		
1685	altiste	a	e	7		
1686	altisti	a	i	7		
1687	altistua	a	a	8		
1688	altistus	a	s	8		
1689	altistusaika	a	a	12		
1690	altistuskoe	a	e	11		
1691	altruismi	a	i	9		
1692	altruisti	a	i	9		
1693	altruistinen	a	n	12		
1694	altruistisesti	a	i	14		
1695	alttari	a	i	7		
1696	alttarikaide	a	e	12		
1697	alttarikehä	a	ä	11		
1698	alttariliina	a	a	12		
1699	alttaripalvelus	a	s	15		
1700	alttaripöytä	a	ä	12		
1701	alttaritaulu	a	u	12		
1702	alttariteos	a	s	11		
1703	alttaritoimitus	a	s	15		
1704	alttarivaate	a	e	12		
1705	alttiisti	a	i	9		
1706	alttius	a	s	7		
1707	altto	a	o	5		
1708	alttolaulajatar	a	r	15		
1709	alttosaksofoni	a	i	14		
1710	alttoviulu	a	u	10		
1711	alttoääni	a	i	9		
1712	alue	a	e	4		
1713	alueellinen	a	n	11		
1714	alueellisesti	a	i	13		
1715	aluehallinto	a	o	12		
